ID Steves_ID ra dec x y
11102 z4_GND_36561 189.358776 62.197638 6698.074 7788.117
14082 z4_GND_32375 189.182703 62.211544 11624.931 8619.291
28313 z4_GND_44887 189.114357 62.281138 13529.372 12797.27
20106 z4_GND_22205 189.157343 62.24131 12332.359 10405.874
19707 z4_GND_22921 189.070897 62.23919 14748.391 10282.93
22928 z4_GND_17315 189.113092 62.254972 13567.485 11227.395
22920 z4_GND_17316 189.113453 62.254802 13557.43 11217.185
6505 z4_GND_2964 189.273751 62.173223 9076.501 6319.979
12825 z4_GND_34180 189.338688 62.206033 7261.091 8290.797
25593 z4_GND_13573 189.155039 62.267456 12394.951 11974.688
31113 z4_GND_43612 189.215249 62.296638 10713.48 13724.471
26481 z4_GND_11520 189.125891 62.271778 13208.374 12235.138
6675 z4_GND_3122 189.294199 62.174323 8503.86 6386.489
33056 z4_GND_41574 189.150584 62.309312 12516.321 14486.214
22237 z4_GND_18443 189.225477 62.251765 10428.339 11032.104
22292 z4_GND_18442 189.225834 62.251939 10418.345 11042.534
5653 z4_GND_2180 189.299664 62.167461 8350.337 5974.91
24549 z4_GND_14492 189.084087 62.262782 14376.61 11697.591
20157 z4_GND_22113 189.264696 62.241585 9332.41 10421.557
7916 z4_GND_40774 189.311381 62.18192 8023.212 6842.89
18324 z4_GND_25190 189.379642 62.232829 6119.043 9900.829
16115 z4_GND_28545 189.329056 62.222028 7532.065 9250.051
22486 z4_GND_18077 189.193163 62.252827 11330.984 11096.067
30456 z4_GND_44017 189.244074 62.292757 9909.402 13491.68
29533 z4_GND_44426 189.111861 62.287726 13598.319 13192.687
24588 z4_GND_14423 189.101636 62.262964 13886.533 11707.521
11391 z4_GND_36249 189.327753 62.199019 7566.37 7869.439
18591 z4_GND_24758 189.189608 62.234133 11430.974 9974.51
17940 z4_GND_25942 189.147867 62.230544 12597.967 9760.222
24703 z4_GND_14271 189.305102 62.263291 8204.81 11724.89
8692 z4_GND_39780 189.260165 62.185954 9457.381 7083.651
23523 z4_GND_16310 189.204673 62.257777 11009.349 11392.897
25174 z4_GND_13789 189.224373 62.265383 10459.109 11849.16
21573 z4_GND_19644 189.265352 62.248481 9314.298 10835.354
21043 z4_GND_20564 189.123886 62.245898 13266.878 10682.433
8565 z4_GND_40010 189.33574 62.18494 7341.481 7025.039
11181 z4_GND_36514 189.292026 62.198017 8566.118 7808.046
22976 z4_GND_17247 189.287863 62.255215 8685.757 11239.857
14734 z4_GND_31271 189.265049 62.214869 9321.633 8818.623
31758 z4_GND_7074 189.167365 62.300484 12048.945 13956.001
9580 z4_GND_38616 189.173026 62.190532 11896.712 7358.785
25839 z4_GND_12448 189.262934 62.268913 9382.51 12061.227
25268 z4_GND_13315 189.092733 62.266038 14134.761 11892.415
18235 z4_GND_25372 189.077501 62.232424 14564.781 9876.578
19164 z4_GND_23780 189.386846 62.236654 5918.237 10130.851
24371 z4_GND_14810 189.332035 62.261806 7452.568 11636.833
19426 z4_GND_23380 189.301334 62.237923 8308.321 10202.683
29264 z4_GND_8396 189.245085 62.286227 9881.092 13099.846
7830 z4_GND_40898 189.191769 62.181376 11372.37 6809.02
34264 z4_GND_6109 189.202079 62.31824 11080.333 15020.745
6671 z4_GND_3119 189.289009 62.174293 8649.22 6384.542
15362 z4_GND_30316 189.423585 62.217902 4888.033 9008.507
31285 z4_GND_43184 189.155754 62.298069 12372.938 13811.436
6791 z4_GND_3244 189.22547 62.175085 10428.737 6431.288
6031 z4_GND_2511 189.31418 62.170075 7943.911 6132.266
28176 z4_GND_44923 189.163132 62.280587 12168.191 12762.317
20887 z4_GND_21109 189.293663 62.245106 8523.146 10633.477
15238 z4_GND_30480 189.260673 62.217323 9444.104 8965.764
5279 z4_GND_1832 189.313931 62.164731 7950.473 5811.626
19751 z4_GND_22824 189.167515 62.23949 12048.218 10296.384
11662 z4_GND_35902 189.312509 62.2003 7993.076 7945.726
20606 z4_GND_21304 189.301466 62.243745 8305.021 10552.006
9612 z4_GND_38566 189.183157 62.190722 11613.12 7369.952
26129 z4_GND_11971 189.057314 62.270054 15123.087 12135.752
11548 z4_GND_36038 189.28566 62.199727 8744.354 7910.53
26030 z4_GND_12156 189.272687 62.269635 9110.229 12104.67
11496 z4_GND_36078 189.173636 62.199571 11879.167 7901.079
27122 z4_GND_10603 189.154094 62.274948 12420.817 12424.267
21315 z4_GND_20104 189.097025 62.246979 14017.254 10748.638
7374 z4_GND_3952 189.215072 62.178894 10719.915 6659.876
33556 z4_GND_6903 189.14734 62.312923 12606.484 14703.002
22367 z4_GND_18340 189.283668 62.252273 8802.781 11063.243
27745 z4_GND_9863 189.120255 62.277973 13365.099 12607.109
32380 z4_GNW_23027 189.301615 62.304427 8304.963 14192.945
34308 z4_GNW_20941 189.352324 62.318601 6892.482 15045.557
14141 z4_GNW_16586 189.05818 62.212146 15108.051 8661.208
210 z4_GNW_1061 189.102761 62.107799 13873.226 2397.524
4226 z4_GNW_8509 189.116394 62.157279 13485.407 5365.624
30235 z4_GNW_25142 189.364257 62.291393 6556.47 13413.727
29705 z4_GNW_25594 189.423656 62.288416 4898.771 13239.368
25894 z4_GNW_28955 189.499653 62.26889 2773.463 12075.423
3190 z4_GNW_7168 189.204679 62.149441 11011.603 4892.741
27988 z4_GNW_27073 189.497117 62.280001 2847.047 12741.805
31110 z4_GNW_24258 189.318313 62.296667 7838.656 13727.963
5369 z4_GNW_9871 189.047655 62.165493 15410.301 5862.867
1211 z4_GNW_3715 189.084393 62.128021 14386.069 3611.914
701 z4_GNW_2387 189.188981 62.118065 11452.758 3010.392
6720 z4_GNW_11267 189.143955 62.174567 12711.732 6401.735
33545 z4_GNW_21735 189.335873 62.312977 7350.471 14707.285
37421 z4_GNW_19056 189.321427 62.35286 7756.64 17099.67
9900 z4_GNW_13850 188.990482 62.191671 17006.23 7438.675
34530 z4_GNW_20797 189.360362 62.320404 6668.667 15154.141
31199 z4_GNW_24174 189.319595 62.297219 7802.958 13761.121
31756 z4_GNW_23549 189.469287 62.300288 3628.271 13955.962
2906 z4_GNW_6702 189.21221 62.14709 10800.54 4751.661
34489 z4_GNW_20684 189.410713 62.319963 5265.223 15131.133
1323 z4_GNW_3930 189.162522 62.129759 12194.46 3712.675
30466 z4_GNW_24943 189.357607 62.292752 6742.133 13494.9
30476 z4_GNW_24908 189.359151 62.292812 6699.085 13498.573
4150 z4_GNW_8415 189.170661 62.157098 11964.716 5352.761
11148 z4_GNW_14862 189.062527 62.197828 14988.661 7801.837
28531 z4_GNW_26705 189.521784 62.281924 2159.123 12860.169
1320 z4_GNW_3922 189.131178 62.129697 13073.607 3710.065
31541 z4_GNW_23883 189.441037 62.299022 4415.921 13877.218
14665 z4_GNW_16789 188.949339 62.214154 18152.018 8792.274
4643 z4_GNW_9013 189.08511 62.160466 14361.651 5558.588
29146 z4_GNW_26069 189.466749 62.285339 3695.741 13058.729
488 z4_GNW_1805 189.153284 62.113705 12454.688 2749.722
5744 z4_GNW_10296 189.073181 62.168788 14694.708 6058.705
3312 z4_GNW_7309 189.055215 62.15041 15200.914 4957.282
32949 z4_GNW_22416 189.312921 62.308615 7989.989 14444.588
6443 z4_GNW_10965 189.058688 62.172994 15100.009 6312.062
37421 z4_GNW_19055 189.321427 62.35286 7756.64 17099.67
9718 z4_GNW_13810 188.943342 62.190993 18325.893 7403.337
34986 z4_GNW_19970 189.319484 62.324232 7808.329 15381.853
37115 z4_GNW_19140 189.356908 62.346658 6768.058 16729.232
1058 z4_GNW_3337 189.212071 62.125447 10804.771 3453.065
36079 z4_GNW_23376 189.316771 62.334093 7884.745 15973.414
17108 z4_GNW_33781 189.033364 62.22677 15799.56 9540.63
23738 z4_GNW_30333 189.459015 62.258773 3905.881 11463.989
4977 z4_GNW_9438 189.134327 62.162905 12982.386 5702.421
33881 z4_GNW_21409 189.39223 62.31543 5779.692 14857.767
14143 z4_GNW_16573 188.980839 62.211924 17271.48 8654.9
37558 z4_GNW_32087 189.265885 62.356384 9303.139 17309.525
26181 z4_GNW_28511 189.375493 62.270434 6240.132 12156.855
31971 z4_GNW_23435 189.331525 62.301831 7470.629 14038.326
32499 z4_GNW_22897 189.321378 62.305503 7753.928 14258.23
32352 z4_GNW_23003 189.431181 62.304502 4691.835 14205.113
15892 z4_GNW_17310 188.961043 62.220635 17823.07 9179.723
30018 z4_GNW_25254 189.42913 62.29047 4746.442 13363.054
8987 z4_GNW_13207 189.015831 62.187351 16297.537 7177.004
34728 z4_GNW_20375 189.402639 62.321909 5490.583 15247.24
28945 z4_GNW_26185 189.410617 62.284402 5261.91 12997.42
33048 z4_GNW_22267 189.44485 62.309241 4311.627 14490.697
14164 z4_GNW_16595 189.048055 62.212198 15391.276 8665.106
22 z4_GNW_281 189.156599 62.09883 12362.657 1857.094
14705 z4_GNW_16828 189.003479 62.214547 16637.643 8809.917
37148 z4_GNW_30907 189.292695 62.347164 8556.245 16756.896
36723 z4_GNW_27734 189.40009 62.341008 5564.643 16393.004
26825 z4_GNW_28266 189.358772 62.273303 6707.303 12327.987
26805 z4_GNW_28350 189.359044 62.273132 6699.687 12317.768
9805 z4_GNW_13845 189.02487 62.191412 16043.71 7419.861
32512 z4_GNW_22918 189.326571 62.305344 7609.118 14248.895
24852 z4_GNW_31206 189.449837 62.264012 4163.284 11777.434
35205 z4_GNW_21088 189.253018 62.326053 9660.643 15489.486
36265 z4_GNW_24572 189.271212 62.335999 9154.037 16086.507
30317 z4_GNW_24838 189.40936 62.291878 5298.229 13445.897
14491 z4_GNW_16691 188.952003 62.213284 18077.734 8739.716
9374 z4_GNW_13436 188.99759 62.18882 16807.883 7266.885
26670 z4_GNW_28456 189.502263 62.272423 2701.494 12287.714
19933 z4_GNW_32838 189.012463 62.240305 16381.223 10354.588
33050 z4_GNW_22333 189.409362 62.309102 5301.063 14479.349
29014 z4_GNW_26176 189.4832 62.284785 3236.571 13027.265
16446 z4_GNW_17508 189.013182 62.223665 16364.454 9356.117
8361 z4_GNW_12703 189.026735 62.184147 15992.891 6983.827
34102 z4_GNW_21127 189.335833 62.316889 7351.978 14941.981
11 z4_GNW_166 189.143339 62.096274 12735.148 1704.195
2487 z4_GNW_6026 189.079068 62.143558 14533.303 4544.495
14799 z4_GNW_16874 188.989315 62.214937 17033.738 8834.794
34929 z4_GNW_20126 189.301703 62.323683 8303.797 15348.316
13109 z4_GNW_16034 189.006587 62.206918 16552.281 8351.919
1189 z4_GNW_3629 189.166622 62.127657 12079.585 3586.419
36511 z4_GNW_26683 189.342579 62.338703 7166.227 16251.155
34445 z4_GNW_20757 189.325792 62.319596 7632.121 15103.989
32211 z4_GNW_23151 189.34201 62.303436 7178.376 14135.124
1742 z4_GNW_4649 189.162525 62.135235 12194.043 4041.235
36525 z4_GNW_26999 189.40477 62.339107 5434.004 16279.258
556 z4_GNW_1986 189.159039 62.115467 12293.079 2855.244
22352 z4_GNW_31335 189.404063 62.252101 5439.556 11058.861
15312 z4_GNW_17073 189.059609 62.217519 15067.25 8983.515
24769 z4_GNW_31168 189.469634 62.26351 3610.368 11749.282
36296 z4_GNW_26437 189.365184 62.336268 6536.284 16106.253
8556 z4_GNW_12818 188.992459 62.184871 16952.365 7030.488
5639 z4_GNW_10136 189.095551 62.167413 14068.239 5974.767
14469 z4_GNW_16727 188.956428 62.213444 17953.939 8748.826
34027 z4_GNW_21285 189.332521 62.316295 7444.251 14906.183
30794 z4_GNW_24710 189.501356 62.294405 2732.371 13606.521
24163 z4_GNW_30023 189.42407 62.260922 4882.252 11589.717
2826 z4_GNW_6628 189.121086 62.146749 13354.988 4733.595
11742 z4_GNW_15295 188.935709 62.200337 18537.008 7964.906
31725 z4_GNW_23720 189.465221 62.300143 3741.627 13946.81
31610 z4_GNW_23714 189.375507 62.299576 6243.715 13905.419
35695 z4_GNW_21013 189.3142 62.330358 7956.059 15749.244
4858 z4_GNW_9244 189.09237 62.161766 14158.07 5636.172
11238 z4_GNW_14887 188.928877 62.197924 18728.855 7821.003
33147 z4_GNW_22253 189.334804 62.309802 7379.978 14516.758
21785 z4_GNW_31636 189.416459 62.249666 5092.849 10913.728
4193 z4_GNW_8457 189.019777 62.156866 16192.954 5347.566
32897 z4_GNW_22315 189.403678 62.308527 5459.463 14444.392
30096 z4_GNW_25158 189.330429 62.290892 7500.167 13381.955
5406 z4_GNW_9894 189.018026 62.165586 16240.331 5870.915
37338 z4_GNW_19108 189.312086 62.350909 8016.567 16982.252
32734 z4_GNW_22699 189.362394 62.306811 6610.339 14338.717
10029 z4_GNW_14035 189.078734 62.192581 14535.853 7485.895
5889 z4_GNW_10426 188.998602 62.169012 16783.781 6078.356
31705 z4_GNW_23747 189.36444 62.300134 6552.446 13938.22
11543 z4_GNW_15152 188.936425 62.199408 18517.225 7909.117
8599 z4_GNW_12898 188.951395 62.185244 18101.963 7057.416
28128 z4_GNW_26857 189.469576 62.28009 3615.707 12744.116
3560 z4_GNW_7665 189.055415 62.151954 15195.063 5049.931
35978 z4_GNW_22703 189.302275 62.332986 8288.509 15906.492
3661 z4_GNW_7800 189.043154 62.152748 15538.582 5098.508
36593 z4_GNW_27268 189.256364 62.340213 9567.769 16339.145
35266 z4_GNW_19616 189.352043 62.3265 6901.215 15519.437
32690 z4_GNW_22743 189.474276 62.3063 3490.487 14317.197
14358 z4_GNW_16678 189.069436 62.21306 14793.089 8715.277
266 z4_GNW_1246 189.169142 62.109371 12009.901 2489.213
37709 z4_GNW_18863 189.303904 62.360207 8245.011 17539.842
29618 z4_GNW_25665 189.396049 62.288091 5669.001 13217.665
7773 z4_GNW_12171 189.083961 62.180818 14391.124 6779.769
14881 z4_GNW_16880 189.055343 62.2153 15186.903 8850.679
37056 z4_GNW_30134 189.320132 62.345761 7792.083 16673.656
36750 z4_GNW_27635 189.299475 62.341579 8367.076 16421.994
36252 z4_GNW_24450 189.287072 62.33586 8712.225 16078.533
24406 z4_GNW_29868 189.403488 62.262072 5457.224 11657.112
25187 z4_GNW_29539 189.395975 62.265641 5667.572 11870.674
36660 z4_GNW_27807 189.3017 62.340387 8305.011 16350.536
30708 z4_GNW_24691 189.501643 62.293985 2724.265 13581.365
31485 z4_GNW_23939 189.496854 62.298572 2858.987 13855.992
37746 z4_GNW_18783 189.303996 62.361769 8242.562 17633.539
37492 z4_GNW_32147 189.246367 62.353826 9846.445 17155.807
37119 z4_GNW_19137 189.355821 62.346695 6798.326 16731.383
1016 z4_GNW_3235 189.114663 62.124508 13537.389 3399.453
36619 z4_GNW_27394 189.2311 62.34005 10271.446 16329.202
883 z4_GNW_2882 189.174449 62.121856 11860.325 3238.158
3104 z4_GNW_7000 189.17207 62.148534 11925.681 4838.89
1002 z4_GNW_3212 189.18435 62.124318 11582.445 3385.684
2604 z4_GNW_6230 189.035795 62.144606 15746.294 4610.563
3765 z4_GNW_7960 189.108771 62.153665 13699.432 5149.213
6637 z4_GNW_11217 189.147002 62.174256 12626.42 6382.964
6532 z4_GNW_11086 189.059434 62.17342 15079.055 6337.575
9466 z4_GNW_13522 188.943094 62.189236 18333.283 7297.958
12995 z4_GNW_16037 188.989474 62.206681 17031.104 8339.362
32861 z4_GNW_22541 189.442207 62.307742 4384.999 14400.529
7625 z4_GNW_12053 189.146439 62.180118 12641.741 6734.728
37149 z4_GNW_30458 189.290298 62.347191 8622.996 16758.436
374 z4_GNW_1565 189.141302 62.111708 12791.118 2630.286
10021 z4_GNW_14050 189.078336 62.192634 14546.985 7489.103
26893 z4_GNW_28220 189.478404 62.273448 3367.774 12346.537
12810 z4_GNW_15937 189.034594 62.20586 15768.939 8285.894
30619 z4_GNW_24714 189.412844 62.293624 5201.347 13550.916
2509 z4_GNW_6058 189.072131 62.143587 14727.779 4546.667
28389 z4_GNW_26868 189.525373 62.281202 2058.786 12817.313
31720 z4_GNW_23651 189.332307 62.300267 7448.66 13944.544
19997 z4_GNW_32778 189.015916 62.240587 16284.66 10371.154
30596 z4_GNW_24651 189.4131 62.293533 5194.182 13545.488
2847 z4_GNW_6609 189.080053 62.146502 14505.283 4721.06
2673 z4_GNW_6332 189.212803 62.145305 10783.945 4644.525
3363 z4_GNW_7357 189.116809 62.150507 13474.479 4959.288
36528 z4_GNW_27235 189.28198 62.339044 8854.212 16269.46
2974 z4_GNW_6795 189.117705 62.147486 13449.678 4777.992
2102 z4_GNW_5401 189.114216 62.139915 13548.285 4323.879
13468 z4_GNW_16271 188.982651 62.208904 17221.502 8473.508
29468 z4_GNW_25748 189.518703 62.287042 2246.496 13166.812
38096 z4_GNW_18118 189.291889 62.374875 8580.324 18419.553
37530 z4_GNW_32286 189.279154 62.354692 8933.667 17208.285
30457 z4_GNW_24808 189.456741 62.292592 3976.557 13492.901
2685 z4_GNW_6380 189.217881 62.145548 10641.574 4659.053
30662 z4_GNW_24733 189.424794 62.293804 4868.004 13562.705
6293 z4_GNW_10847 189.030942 62.171671 15877.363 6234.897
9088 z4_GNW_13294 189.074395 62.187873 14657.962 7203.697
36169 z4_GNW_23990 189.400633 62.335041 5548.569 16035.015
34728 z4_GNW_20277 189.402639 62.321909 5490.583 15247.24
17 z4_GNW_232 189.156669 62.097898 12360.745 1801.154
34057 z4_GNW_21258 189.32173 62.31648 7745.073 14916.827
35188 z4_GNW_19764 189.362804 62.325851 6601.279 15481.115
3296 z4_GNW_7278 189.062135 62.149914 15007.045 4927.035
2327 z4_GNW_5769 189.161943 62.14201 12209.947 4447.734
30531 z4_GNW_24852 189.36822 62.293172 6446.121 13520.691
33484 z4_GNW_21895 189.305019 62.312412 8210.609 14672.152
35000 z4_GNW_20004 189.317195 62.324381 7872.117 15390.703
15092 z4_GNW_17003 189.041887 62.216471 15563.052 8921.955
28166 z4_GNW_27036 189.508305 62.280241 2534.865 12757.519
34249 z4_GNW_20926 189.323822 62.31803 7686.872 15009.946
10363 z4_GNW_14308 189.021555 62.194051 16136.003 7578.498
36144 z4_GNW_24538 189.312917 62.33478 7992.157 16014.535
14249 z4_GNW_16640 189.023694 62.212552 16072.621 8688.345
2129 z4_GNW_5443 189.113979 62.14001 13554.924 4329.638
31619 z4_GNW_23774 189.446058 62.299573 4275.978 13910.738
33679 z4_GNW_21475 189.274489 62.3138 9061.791 14754.619
693 z4_GNW_2370 189.185434 62.117872 11552.291 2998.883
8027 z4_GNW_12424 189.065333 62.182373 14912.477 6874.346
34935 z4_GNW_20105 189.312586 62.323762 8000.513 15353.397
8744 z4_GNW_12947 189.113354 62.186031 13567.52 7090.907
2172 z4_GNW_5501 189.111694 62.14038 13618.939 4351.914
600 z4_GNW_2091 189.148423 62.115819 12590.965 2876.72
4473 z4_GNW_8796 189.079334 62.158999 14523.697 5470.937
5117 z4_GNW_9581 189.06786 62.163714 14844.524 5754.611
26056 z4_GNW_28931 189.418803 62.269693 5030.892 12115.552
26024 z4_GNW_28631 189.396574 62.269708 5651.486 12114.762
12228 z4_GNW_15621 189.084434 62.20311 14374.885 8117.268
8846 z4_GNW_12987 189.040412 62.186295 15609.577 7111.515
34271 z4_GNW_20967 189.457305 62.318081 3966.217 15022.297
2743 z4_GNW_6439 189.047078 62.145729 15429.774 4677.042
37789 z4_GNW_18702 189.342715 62.363141 7165.038 17717.469
37146 z4_GNW_30985 189.25913 62.347313 9490.928 16765.162
26647 z4_GNW_28480 189.4385 62.27241 4481.497 12280.276
6535 z4_GNW_11082 189.15199 62.173431 12486.762 6333.329
2603 z4_GNW_6137 189.209906 62.145019 10865.151 4627.411
36818 z4_GNW_19293 189.334448 62.342502 7393.108 16478.723
12365 z4_GNW_15665 188.965109 62.203522 17713.547 8152.491
37382 z4_GNW_19077 189.290368 62.351979 8621.304 17045.729
30289 z4_GNW_25060 189.424211 62.291716 4883.893 13437.36
13692 z4_GNW_16362 189.033452 62.210056 15800.125 8537.743
3412 z4_GNW_7446 189.16365 62.150904 12161.552 4981.359
2278 z4_GNW_5696 189.086446 62.141524 14326.706 4421.991
31489 z4_GNW_23678 189.334924 62.29883 7375.533 13858.428
16133 z4_GNW_17391 189.005222 62.221921 16587.377 9252.242
28935 z4_GNW_26285 189.411114 62.284354 5248.03 12994.583
589 z4_GNW_2055 189.124511 62.115541 13261.976 2860.997
835 z4_GNW_2773 189.141567 62.120969 12782.913 3185.981
24567 z4_GNW_29782 189.393058 62.262804 5748.585 11700.229
964 z4_GNW_3102 189.151889 62.123534 12493.148 3339.497
10307 z4_GNW_14029 189.121875 62.193247 13328.268 7523.49
4154 z4_GNW_8404 189.102535 62.156633 13873.866 5327.609
36310 z4_GNW_25928 189.347522 62.33639 7028.299 16112.617
2563 z4_GNW_6160 189.080681 62.14421 14487.993 4583.516
29886 z4_GNW_25303 189.364463 62.289537 6550.476 13302.407
34201 z4_GNW_21007 189.323795 62.317893 7687.625 15001.721
11572 z4_GNW_15182 188.99032 62.199637 17008.996 7916.641
1630 z4_GNW_4468 189.049273 62.133901 15370.208 3967.208
37016 z4_GNW_29896 189.270352 62.345158 9178.344 16636.039
33030 z4_GNW_22278 189.350037 62.309084 6955.17 14474.394
6772 z4_GNW_11308 188.98246 62.174707 17234.637 6421.724
6493 z4_GNW_11056 189.013078 62.173157 16377.446 6325.652
4458 z4_GNW_8775 189.188298 62.158935 11470.398 5462.625
5305 z4_GNW_9783 189.114 62.165147 13551.659 5837.81
13982 z4_GNW_16488 189.026724 62.2114 15988.09 8618.981
16363 z4_GNW_17484 189.021968 62.22322 16118.852 9328.59
28551 z4_GNW_26686 189.43086 62.28223 4696.611 12868.813
38038 z4_GNW_18215 189.322933 62.372483 7716.413 18277.1
23350 z4_GNW_30610 189.409497 62.256921 5288.566 11348.509
6216 z4_GNW_10753 189.035501 62.17119 15749.772 6205.618
34829 z4_GNW_20255 189.264094 62.322759 9351.895 15292.021
23532 z4_GNW_30500 189.46996 62.257774 3599.999 11405.197
30094 z4_GNW_25081 189.331038 62.290837 7483.175 13378.67
10498 z4_GNW_14387 188.965875 62.194451 17694.328 7608.133
2290 z4_GNW_5727 189.125989 62.141823 13218.007 4437.833
26408 z4_GNW_28409 189.429682 62.271253 4727.449 12210.085
34715 z4_GNW_20363 189.257756 62.321899 9528.487 15240.292
1250 z4_GNW_3789 189.187508 62.128585 11493.686 3641.651
788 z4_GNW_2652 189.179409 62.120224 11721.251 3140.14
37 z4_GNW_388 189.150429 62.100605 12535.767 1963.766
36983 z4_GNW_29366 189.391095 62.344643 5815.741 16610.467
33730 z4_GNW_21614 189.379069 62.314134 6146.396 14779.123
5436 z4_GNW_9924 189.100057 62.16587 13942.208 5881.937
34997 z4_GNW_20006 189.3341 62.324232 7401.014 15382.519
31272 z4_GNW_23907 189.467796 62.297769 3669.302 13804.624
10466 z4_GNW_14379 189.061661 62.194556 15013.409 7605.59
3402 z4_GNW_7426 189.094752 62.150791 14092.686 4977.497
8329 z4_GNW_12663 189.102217 62.183998 13879.556 6969.525
31161 z4_GNW_24241 189.452247 62.296728 4102.774 13740.612
2002 z4_GNW_5225 189.106599 62.13873 13762.0 4253.167
33861 z4_GNW_21440 189.30074 62.315095 8330.065 14832.999
24691 z4_GNW_31138 189.38182 62.263494 6062.53 11740.853
38090 z4_GNW_18128 189.340404 62.374732 7230.543 18412.779
5113 z4_GNW_9579 189.097381 62.163628 14017.45 5747.574
37901 z4_GNW_18460 189.286788 62.367351 8721.826 17967.973
29295 z4_GNW_25923 189.463989 62.286183 3772.964 13109.129
37218 z4_GNW_30988 189.27272 62.34837 9112.532 16828.809
1271 z4_GNW_3822 189.140247 62.128837 12819.322 3658.069
9587 z4_GNW_13702 188.979974 62.190395 17300.631 7363.24
35466 z4_GNW_19907 189.256742 62.328573 9556.938 15640.718
37263 z4_GNW_31301 189.241227 62.349267 9989.499 16882.234
37297 z4_GNW_31774 189.268308 62.35004 9235.463 16928.936
7207 z4_GNW_11663 188.972045 62.177548 17525.641 6593.301
30678 z4_GNW_24728 189.339281 62.29404 7253.525 13571.24
12585 z4_GNW_15809 188.964724 62.204577 17724.039 8215.861
6981 z4_GNW_11505 188.976785 62.176058 17393.27 6503.347
6352 z4_GNW_10901 188.981891 62.171933 17251.195 6255.3
4395 z4_GNW_8696 189.148312 62.158466 12590.882 5435.544
376 z4_GNW_1568 189.177827 62.111763 11766.035 2632.494
30440 z4_GNW_24889 189.45866 62.292484 3922.99 13486.644
8215 z4_GNW_12580 189.102451 62.183466 13873.062 6937.594
4389 z4_GNW_8697 189.033097 62.158371 15819.414 5436.707
34928 z4_GNW_20115 189.431641 62.323537 4682.591 15347.261
547 z4_GNW_2001 189.173004 62.115103 11901.207 2832.997
38097 z4_GNW_18111 189.329065 62.374908 7546.042 18422.814
5362 z4_GNW_9845 189.050681 62.165272 15325.559 5849.344
8505 z4_GNW_12798 189.104737 62.184925 13808.894 7025.024
35798 z4_GNW_21799 189.329181 62.331536 7538.754 15820.497
643 z4_GNW_2226 189.184095 62.116782 11589.899 2933.498
34811 z4_GNW_20218 189.259906 62.322634 9468.604 15284.432
38233 z4_GNW_17778 189.31158 62.382104 8033.043 18853.889
14603 z4_GNW_16777 188.949058 62.214002 18159.941 8783.159
5518 z4_GNW_10014 189.050019 62.166583 15343.874 5928.081
3202 z4_GNW_7151 189.022479 62.149169 16118.718 4885.496
31293 z4_GNW_24111 189.388381 62.297639 5884.365 13790.034
37447 z4_GNW_19053 189.265022 62.353024 9327.054 17107.893
6295 z4_GNW_10844 189.022749 62.171659 16106.856 6234.91
36509 z4_GNW_26756 189.223953 62.338703 10470.514 16248.397
25014 z4_GNW_29558 189.432174 62.264878 4656.689 11827.798
910 z4_GNW_2957 189.185188 62.122962 11558.985 3304.274
37963 z4_GNW_18340 189.299228 62.370091 8375.829 18132.697
37895 z4_GNW_18488 189.295684 62.367026 8474.252 17948.697
7656 z4_GNW_12135 189.08091 62.180431 14476.613 6756.78
90 z4_GNW_674 189.126991 62.104243 13193.454 2182.998
4205 z4_GNW_8473 189.199565 62.157114 11154.745 5353.191
2568 z4_GNW_6167 189.073801 62.144271 14680.84 4587.613
3512 z4_GNW_7590 189.15555 62.151615 12388.551 5024.256
4886 z4_GNW_9280 189.126854 62.161966 13191.839 5646.407
37097 z4_GNW_30274 189.27236 62.346413 9122.474 16711.365
37754 z4_GNW_18770 189.334513 62.362145 7393.201 17657.311
36764 z4_GNW_27940 189.314288 62.341762 7954.505 16433.512
35348 z4_GNW_22561 189.25048 62.327248 9731.384 15561.188
3702 z4_GNW_7860 189.12651 62.153168 13202.336 5118.499
36922 z4_GNW_29486 189.273334 62.343931 9095.239 16562.484
3753 z4_GNW_7946 189.095112 62.153557 14082.262 5143.466
37839 z4_GNW_18609 189.286553 62.365009 8728.238 17827.461
5833 z4_GNW_10383 189.176483 62.168883 11801.002 6059.75
13476 z4_GNW_16269 189.026819 62.20896 15985.898 8472.569
36248 z4_GNW_24448 189.273042 62.335835 9103.051 16076.719
37853 z4_GNW_18565 189.319245 62.365916 7818.484 17882.91
24032 z4_GNW_30153 189.481387 62.260099 3281.376 11545.896
1706 z4_GNW_4574 189.207873 62.134722 10922.345 4009.602
18024 z4_GNW_32982 189.017819 62.231369 16233.291 9817.928
1623 z4_GNW_4442 189.150539 62.133708 12530.281 3949.977
33412 z4_GNW_21995 189.36502 62.311824 6537.766 14639.615
1368 z4_GNW_4007 189.162811 62.130367 12186.33 3749.103
38009 z4_GNW_18333 189.303079 62.371138 8268.74 18195.682
8770 z4_GNW_13018 189.063738 62.186226 14956.56 7105.605
1630 z4_GNW_4454 189.049273 62.133901 15370.208 3967.208
37849 z4_GNW_18580 189.319348 62.365611 7815.583 17864.623
13109 z4_GNW_16057 189.006587 62.206918 16552.281 8351.919
27004 z4_GNW_28215 189.482412 62.273912 3255.995 12374.78
5392 z4_GNW_9877 189.043021 62.165492 15540.112 5863.162
